MeSHD011770	[[29477608, 'pyruvate', 'kinase'], [29752288, 'pyruvate', 'kinase']]
MeSHC107241	[[26875616, 'pyrophosphate'], [27003459, 'pyrophosphate'], [27447198, 'pyrophosphate'], [28215610, 'pyrophosphate'], [28922556, 'pyrophosphate'], [28941463, 'pyrophosphate'], [29023101, 'pyrophosphate'], [29074246, 'pyrophosphate'], [29255019, 'pyrophosphate'], [29410538, 'pyrophosphate'], [29594751, 'pyrophosphate'], [29672522, 'pyrophosphate']]
MeSHD016337	[[25897323, 'ribozyme'], [26091821, 'ribozyme'], [26503110, 'ribozymes'], [28300534, 'catalytic', 'rna'], [28341934, 'ribozyme'], [28630470, 'ribozyme'], [28712493, 'ribozyme']]
MeSHD018357	[[18171213, 'respiratory', 'syncytial', 'virus', 'infection'], [18444851, 'respiratory', 'syncytial', 'virus', 'infection'], [18624292, 'respiratory', 'syncytial', 'virus', 'infection'], [18847373, 'respiratory', 'syncytial', 'virus', 'infection'], [18978532, 'respiratory', 'syncytial', 'virus', 'infection'], [20824840, 'respiratory', 'syncytial', 'virus', 'infection'], [21655684, 'respiratory', 'syncytial', 'virus', 'infection'], [21881112, 'respiratory', 'syncytial', 'virus', 'infection'], [21900162, 'respiratory', 'syncytial', 'virus', 'infection'], [22295065, 'respiratory', 'syncytial', 'virus', 'infection'], [23183536, 'respiratory', 'syncytial', 'virus', 'infection'], [23401345, 'respiratory', 'syncytial', 'virus', 'infection'], [23506991, 'respiratory', 'syncytial', 'virus', 'infection'], [23633336, 'respiratory', 'syncytial', 'virus', 'infection'], [24421788, 'respiratory', 'syncytial', 'virus', 'infections'], [24568879, 'respiratory', 'syncytial', 'virus', 'infection'], [24648449, 'respiratory', 'syncytial', 'virus', 'infection'], [24749674, 'respiratory', 'syncytial', 'virus', 'infection'], [24969937, 'respiratory', 'syncytial', 'virus', 'infection'], [25819983, 'respiratory', 'syncytial', 'virus', 'infection'], [25857701, 'respiratory', 'syncytial', 'virus', 'infection'], [25887611, 'respiratory', 'syncytial', 'virus', 'infection'], [25972545, 'respiratory', 'syncytial', 'virus', 'infection'], [26457970, 'respiratory', 'syncytial', 'virus', 'infection'], [26582294, 'respiratory', 'syncytial', 'virus', 'infection'], [26658377, 'respiratory', 'syncytial', 'virus', 'infections'], [26732674, 'respiratory', 'syncytial', 'virus', 'infection'], [26763998, 'respiratory', 'syncytial', 'virus', 'infection'], [27135599, 'respiratory', 'syncytial', 'virus', 'infection'], [27156176, 'respiratory', 'syncytial', 'virus', 'infection'], [27339060, 'respiratory', 'syncytial', 'virus', 'infection'], [27439650, 'respiratory', 'syncytial', 'virus', 'infections'], [27535058, 'respiratory', 'syncytial', 'virus', 'infection'], [28077651, 'respiratory', 'syncytial', 'virus', 'infection'], [28708049, 'respiratory', 'syncytial', 'virus', 'infection'], [28794038, 'respiratory', 'syncytial', 'virus', 'infection'], [28905531, 'respiratory', 'syncytial', 'virus', 'infections'], [28913912, 'respiratory', 'syncytial', 'virus', 'infection'], [29168012, 'respiratory', 'syncytial', 'virus', 'infections'], [29250560, 'respiratory', 'syncytial', 'virus', 'infection'], [29546402, 'respiratory', 'syncytial', 'virus', 'infection']]
MeSHD007630	[[29769749, 'kenya'], [29853293, 'kenya']]
MeSHD017281	[[29804349, 'disease', 'burden']]
MeSHD012136	[[29614245, 'respiratory', 'syncytial', 'virus'], [29680810, 'respiratory', 'syncytial', 'virus']]
MeSHD017817	[[20226301, 'nasal', 'lavage', 'fluid'], [25504544, 'nasal', 'lavage', 'fluid'], [26587990, 'nasal', 'washings'], [28899494, 'nasal', 'lavage', 'fluids']]
MeSHD012424	[[29671831, 'rural', 'communities'], [29720136, 'rural', 'community'], [29764881, 'rural', 'communities']]
MeSHD017348	[[29754583, 'stem']]
MeSHD017065	[[29608397, 'clinical', 'practice', 'guideline'], [29621906, 'clinical', 'guidelines'], [29641784, 'practice', 'guidelines'], [29664529, 'clinical', 'guidelines'], [29664529, 'clinical', 'practice', 'guidelines'], [29674444, 'clinical', 'guidelines'], [29698130, 'clinical', 'practice', 'guidelines'], [29712561, 'clinical', 'practice', 'guidelines'], [29850150, 'practice', 'guideline'], [29855076, 'clinical', 'guidelines'], [29856270, 'practice', 'guidelines']]
MeSHD004704	[[27219496, 'endocrinology'], [27233502, 'endocrinology'], [27293767, 'endocrinology'], [27482659, 'endocrinology'], [27731904, 'endocrinology'], [28185765, 'endocrinology'], [28382233, 'endocrinology'], [28442527, 'endocrinology'], [28543410, 'endocrinology'], [28548477, 'endocrinology'], [28589154, 'endocrinology'], [28604326, 'endocrinology'], [28661564, 'endocrinology'], [28987046, 'endocrinology'], [29016514, 'endocrinology'], [29023255, 'endocrinology'], [29045188, 'endocrinology'], [29198528, 'endocrinology'], [29329570, 'endocrinology'], [29516249, 'endocrinology'], [29519970, 'endocrinology'], [29562909, 'endocrinology'], [29808089, 'endocrinology']]
MeSHD000072097	[[27219496, 'endocrinologists'], [27259669, 'endocrinologist'], [28661564, 'endocrinologists']]
MeSHD016431	[[29850267, 'guideline']]
MeSHD003455	[[29564402, 'cryptococcus', 'neoformans'], [29653115, 'cryptococcus', 'neoformans']]
MeSHD016681	[[29625976, 'fungal', 'genomes'], [29697197, 'fungal', 'genomes']]
MeSHD012785	[[29570749, 'glenohumeral', 'joint'], [29740555, 'glenohumeral', 'joint'], [29786341, 'shoulder', 'joint']]
MeSHD017006	[[29455632, 'rotator', 'cuff'], [29481342, 'rotator', 'cuff'], [29740555, 'rotator', 'cuff']]
MeSHD006748	[[18172157, 'department', ',', 'hospital'], [19135661, 'hospital', 'departments'], [22765350, 'hospital', 'department'], [25691600, 'hospital', 'departments'], [26705609, 'hospital', 'departments'], [27160417, 'hospital', 'departments'], [28634628, 'hospital', 'departments'], [29484344, 'hospital', 'departments']]
MeSHD066275	[[26245242, 'health', 'information', 'exchange'], [26878761, 'health', 'information', 'exchange'], [27836816, 'health', 'information', 'exchange'], [28254735, 'health', 'information', 'exchanges'], [28645285, 'health', 'information', 'exchange'], [29523565, 'health', 'information', 'exchange']]
MeSHD002689	[[29621277, 'chlamydia']]
MeSHD006509	[[29739076, 'hepatitis', 'b']]
MeSHD006069	[[25868143, 'gonorrhea'], [27310349, 'gonorrhea'], [28209713, 'neisseria', 'gonorrhoeae', 'infection'], [28505240, 'gonorrhea'], [29088105, 'gonorrhea']]
MeSHC517975	[[29774094, 'selumetinib']]
MeSHC113580	[[29656114, 'u0126']]
MeSHD054697	[[27665785, 'cytostatic', 'drugs'], [27769618, 'cytostatic', 'agents'], [27805594, 'cytostatic', 'drugs'], [27901050, 'cytostatic'], [28194370, 'cytostatic'], [28346096, 'cytostatic'], [28419480, 'cytostatic'], [28706010, 'cytostatic'], [28714904, 'cytostatic'], [28801101, 'cytostatic'], [28898049, 'cytostatic'], [28915356, 'cytostatic'], [29580262, 'cytostatic'], [29632047, 'cytostatic'], [29692657, 'cytostatic', 'agent']]
MeSHD004338	[[29358341, 'drug', 'combination'], [29373599, 'drug', 'combinations'], [29435137, 'drug', 'combination'], [29454854, 'drug', 'combinations'], [29535546, 'drug', 'combinations'], [29656114, 'drug', 'combination'], [29662665, 'drug', 'combination'], [29703175, 'drug', 'combination'], [29774094, 'drug', 'combinations'], [29844324, 'drug', 'combination'], [29888048, 'drug', 'combinations']]
MeSHC534922	[[22447251, 'snx-2112'], [28298630, 'snx2112']]
MeSHD017828	[[19860266, 'rifabutin'], [19952119, 'ansamycin'], [20828379, 'ansamycin'], [21106982, 'ansamycin'], [22099521, 'rifabutin'], [23152004, 'ansamycin'], [23641970, 'ansamycin'], [24784839, 'ansamycins'], [25544127, 'ansamycin'], [26029171, 'rifabutin'], [26872308, 'ansamycin'], [28306192, 'ansamycin'], [29688306, 'rifabutin']]
MeSHC112765	[[29632047, '17-aag']]
MeSHD011355	[[29390381, 'prodrug']]
MeSHD010580	[[29202476, 'peutz-jeghers', 'syndrome']]
MeSHD006222	[[28541095, 'hamartoma'], [28979620, 'hamartomas'], [29673180, 'hamartomas']]
MeSHD015127	[[19458068, '7,12-dimethylbenz', '(', 'a', ')', 'anthracene'], [24169961, '7,12-dimethylbenz', '(', 'a', ')', 'anthracene'], [24436096, '7,12-dimethylbenz', '(', 'a', ')', 'anthracene'], [28077158, '7,12-dimethylbenz', '(', 'a', ')', 'anthracene']]
MeSHD027383	[[29579339, 'human', 'papillomavirus'], [29603584, 'human', 'papillomavirus'], [29614733, 'human', 'papilloma', 'virus'], [29641467, 'human', 'papillomavirus'], [29778516, 'human', 'papillomavirus'], [29801750, 'human', 'papillomavirus']]
MeSHD002583	[[29928371, 'cervical', 'cancer']]
MeSHD052162	[[29263803, 'hpv16'], [29440171, 'hpv16']]
MeSHD009212	[[18172418, 'myoglobinuria'], [18414363, 'myoglobinuria'], [20298139, 'myoglobinuria'], [23005902, 'myoglobinuria'], [24008958, 'myoglobinuria'], [24889862, 'myoglobinuria'], [25251070, 'myoglobinuria']]
MeSHD020896	[[25785519, 'hypovolemia'], [26198889, 'hypovolemia'], [26895089, 'hypovolemic'], [27156761, 'hypovolemic'], [27275790, 'hypovolemia'], [27984669, 'hypovolemia'], [29644314, 'hypovolemia']]
MeSHD016495	[[29588323, 'police'], [29686634, 'police'], [29713389, 'police']]
MeSHD013848	[[29797454, 'thigh']]
MeSHD016482	[[29353243, 'urinalysis']]
MeSHD009211	[[29671149, 'myoglobin'], [29749735, 'myoglobin']]
MeSHD001219	[[29850450, 'aspartate', 'aminotransferase']]
MeSHD018908	[[29494289, 'muscle', 'weakness']]
MeSHD013110	[[29375197, 'sphingosine']]
MeSHD014638	[[19995548, 'decavanadate'], [20539778, 'orthovanadate'], [21304987, 'sodium', 'vanadate'], [21403838, 'orthovanadate'], [22902409, 'vanadyl'], [24313707, 'vanadate'], [25917693, 'vanadate'], [26113305, 'sodium', 'vanadate'], [28952564, 'vanadate'], [29022012, 'vanadate']]
MeSHC108138	[[27499893, 'ceramide', 'synthase'], [27842800, 'ceramide', 'synthase'], [29329781, 'ceramide', 'synthase']]
MeSHD007275	[[29941280, 'intravenous', 'injection']]
MeSHD000661	[[29348190, 'amphetamine']]
MeSHD002675	[[29548321, 'preschool', 'children']]
MeSHD054308	[[29692296, 'epec'], [29748124, 'enteropathogenic', 'e.', 'coli']]
MeSHD054307	[[29514935, 'etec'], [29692296, 'enterotoxigenic', 'e.', 'coli']]
MeSHD014734	[[29581407, 'vibrio', 'cholerae'], [29667809, 'vibrio', 'cholerae']]
MeSHD012401	[[29607365, 'rotavirus'], [29692296, 'rotavirus'], [29748124, 'rotavirus'], [29844362, 'rotavirus']]
MeSHD054527	[[29661267, 'mass-casualty', 'incident']]
MeSHQ000191	[[29784868, 'funding'], [29799329, 'funding'], [29801093, 'funding'], [29846209, 'financing'], [29848412, 'funding'], [29848473, 'finances']]
MeSHD000077587	[[29351350, 'natural', 'disaster'], [29717685, 'natural', 'disasters'], [29795556, 'natural', 'disasters']]
MeSHD058873	[[29846209, 'pandemics']]
MeSHD023482	[[18281322, 'bioterrorism'], [19327377, 'bioterrorism'], [19779614, 'bioterrorism'], [20703193, 'biological', 'terrorism'], [20812795, 'bioterrorism'], [21147924, 'bioterrorism'], [22778096, 'bioterrorism'], [23522610, 'bioterrorism'], [23593246, 'bioterrorism'], [26266139, 'bioterrorism'], [26632356, 'bioterrorism'], [26632963, 'bioterrorism'], [26636067, 'bioterrorism'], [26870786, 'bioterrorism'], [27046452, 'bioterrorism'], [27080239, 'biological', 'terrorism']]
MeSHD019426	[[29765365, 'integrase']]
MeSHD000835	[[29784861, 'wild', 'animals'], [29806740, 'wild', 'animals']]
MeSHD000081183	[[29688501, 'codon', 'usage'], [29701675, 'codon', 'usage']]
MeSHD014773	[[28758332, 'virology'], [28774315, 'virology'], [28859344, 'virology'], [28926247, 'virology'], [29050846, 'virology'], [29368617, 'virology'], [29782834, 'virology']]
MeSHD012763	[[28499446, 'shigella', 'flexneri']]
MeSHD005944	[[29146530, 'glucosamine'], [29317504, 'glucosamines'], [29342216, 'glucosamine'], [29566690, 'glucosamine'], [29782982, 'glucosamine'], [29787346, 'glucosamine']]
MeSHD010962	[[29434602, 'plasmodium', 'berghei'], [29472929, 'plasmodium', 'berghei'], [29615130, 'plasmodium', 'berghei'], [29618731, 'plasmodium', 'berghei']]
MeSHD034101	[[29472929, 'sporozoite']]
MeSHD000477	[[29378956, 'alkylating', 'agent'], [29461066, 'alkylating', 'agents']]
MeSHC527858	[[18174336, 'centanamycin']]
MeSHD018512	[[29728802, 'parasitemia']]
MeSHD000067877	[[29765335, 'autism', 'spectrum', 'disorders'], [29777472, 'autism', 'spectrum', 'disorder'], [29780303, 'autism', 'spectrum', 'disorder']]
MeSHD011050	[[29855328, 'policy-making'], [29855328, 'policy', 'development']]
MeSHD016499	[[26045312, 'radioimmunotherapy']]
MeSHC000615411	[[18174878, 'copper-64'], [22201708, 'copper-64']]
MeSHC000615502	[[19720285, 'zirconium-89'], [20357763, 'zirconium-89'], [26471714, 'zirconium-89'], [28376350, 'zirconium-89'], [29029482, 'zirconium-89']]
MeSHD019275	[[28300723, 'radiopharmaceuticals'], [28443689, 'radiopharmaceutical'], [28443689, 'radiopharmaceuticals'], [29233263, 'radiopharmaceuticals'], [29233263, 'radiopharmaceutical'], [29333465, 'radiopharmaceuticals']]
MeSHD015899	[[29678174, 'spect'], [29783976, 'single-photon', 'emission', 'computed', 'tomography']]
MeSHD012174	[[29378559, 'retinitis', 'pigmentosa']]
MeSHD009755	[[27798345, 'night', 'blindness']]
MeSHD020539	[[28348172, 'protein', 'sequencing'], [28502008, 'protein', 'sequencing'], [29209607, 'protein', 'sequencing'], [29494137, 'amino', 'acid', 'sequence', 'analysis'], [29697785, 'protein', 'sequence', 'analysis'], [29873964, 'protein', 'sequencing']]
MeSHC000635785	[[18175681, 'sanguibacter', 'antarcticus']]
MeSHC000635781	[[18175681, 'sanguibacter', 'keddieii']]
MeSHD013729	[[29848985, 'terpenoids']]
MeSHC004532	[[29650293, 'quinone'], [29686657, 'quinones'], [29757237, 'quinones']]
MeSHD001482	[[29420682, 'gc', 'content'], [29439505, 'gc', 'content'], [29449406, 'gc', 'content'], [29472336, 'g+c', 'content'], [29524318, 'gc', 'content'], [29534300, 'gc', 'content'], [29551886, 'base', 'composition'], [29561773, 'gc', 'content'], [29619041, 'gc', 'content'], [29674537, 'gc', 'content'], [29692960, 'gc-content'], [29694975, 'gc', 'content'], [29697742, 'gc', 'content'], [29775788, 'g+c', 'content'], [29785409, 'gc', 'content'], [29804207, 'g+c', 'content'], [29844954, 'gc', 'content']]
MeSHC000647845	[[18175699, 'actibacter', 'sediminis']]
MeSHD041965	[[28968382, 'flavobacteriaceae']]
MeSHD056910	[[29557238, 'south', 'korea'], [29652882, 'south', 'korea'], [29692882, 'south', 'korea'], [29801504, 'south', 'korea']]
MeSHC000644049	[[18175699, 'polaribacter', 'dokdonensis']]
MeSHC042455	[[18175699, 'mk-6'], [18398165, 'mk-6'], [19196778, 'mk-6'], [19542120, 'menaquinone-6'], [19628599, 'mk-6'], [26016865, 'mk6']]
MeSHD000071459	[[27129269, 'death', 'domain'], [28595877, 'death', 'domain'], [29309644, 'death', 'domain']]
MeSHD053221	[[28716733, 'tnf-related', 'apoptosis-inducing', 'ligand'], [29017854, 'tnf-related', 'apoptosis-inducing', 'ligand'], [29498673, 'tnf-related', 'apoptosis-inducing', 'ligand'], [29498673, 'apo-2', 'ligand'], [29562636, 'tnf-related', 'apoptosis-inducing', 'ligand']]
MeSHD018124	[[29874812, 'tumor', 'necrosis', 'factor', 'receptor']]
MeSHD053455	[[27446483, 'caspase-10']]
MeSHD057226	[[25830358, 'information', 'seeking', 'behavior']]
MeSHD007253	[[18176684, 'information', 'centers'], [18366603, 'information', 'center'], [19208668, 'information', 'center'], [21109531, 'information', 'center'], [21836174, 'information', 'center'], [21943455, 'information', 'center'], [24225157, 'information', 'center'], [24806703, 'information', 'center'], [25247266, 'information', 'center'], [25805060, 'information', 'center'], [26715359, 'information', 'center'], [26747176, 'information', 'center'], [26760047, 'information', 'center'], [26931051, 'information', 'center'], [28004389, 'information', 'center'], [29185627, 'information', 'center'], [29282268, 'information', 'center'], [29643049, 'information', 'center'], [29793905, 'information', 'center']]
MeSHD012529	[[29805231, 'kingdom', 'of', 'saudi', 'arabia']]
MeSHD020507	[[26878764, 'information', 'resources'], [27265049, 'information', 'resources'], [27553869, 'information', 'resources'], [27679641, 'information', 'resources'], [28025349, 'information', 'resources'], [28158543, 'information', 'resources'], [28586416, 'information', 'resources'], [29688367, 'information', 'resources']]
MeSHD010506	[[26602559, 'newsletters'], [27021829, 'newsletters'], [27034628, 'magazines'], [27080239, 'magazine'], [27103495, 'newsletters'], [27173169, 'newsletter'], [27239066, 'newsletter'], [27496242, 'newsletter'], [27807080, 'newsletters'], [28179214, 'newsletters'], [28219114, 'magazines'], [28228185, 'magazines'], [28420419, 'newsletter'], [28718928, 'newsletters'], [28865800, 'newsletters'], [29603685, 'newsletter']]
MeSHD004496	[[29743018, 'continuing', 'education']]
MeSHD019317	[[29599688, 'evidence-based', 'medicine']]
MeSHD005418	[[29708646, 'flavodoxin']]
MeSHD045331	[[29357086, 'photosystem', 'i'], [29535751, 'photosystem', 'i'], [29540590, 'photosystem', 'i'], [29616068, 'photosystem', 'i'], [29732831, 'photosystem', 'i']]
MeSHD005288	[[29708646, 'ferredoxin']]
MeSHD017033	[[27474710, 'anabaena'], [28193863, 'anabaena'], [28543536, 'anabaena'], [29076601, 'anabaena']]
MeSHC008173	[[27410776, 'isoalloxazine'], [29124817, 'isoalloxazine']]
MeSHC026932	[[18177021, 'apoflavodoxin'], [26840722, 'apoflavodoxin']]
MeSHD014147	[[28616956, 'tramadol'], [29122425, 'tramadol']]
MeSHD004304	[[25437112, 'dosage', 'forms'], [25789404, 'dosage', 'form'], [25823898, 'dosage', 'forms'], [25946905, 'dosage', 'form'], [26639716, 'dosage', 'forms'], [26709363, 'dosage', 'forms'], [27385430, 'dosage', 'form'], [28093323, 'dosage', 'forms'], [28138223, 'dosage', 'form'], [28666554, 'dosage', 'forms'], [29023366, 'dosage', 'forms'], [29203106, 'dosage', 'form']]
MeSHD061605	[[29568282, 'intravenous', 'administration'], [29662786, 'intravenous', 'administration']]
MeSHC080580	[[18177320, 'tramadol', 'm1', 'metabolite']]
MeSHD017479	[[22447844, 'platelet-derived', 'growth', 'factor', 'receptor'], [22795534, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [22879068, 'platelet-derived', 'growth', 'factor', 'receptor'], [23092343, 'platelet-derived', 'growth', 'factor', 'receptor'], [23098112, 'pdgf', 'receptor'], [23505219, 'pdgf', 'receptor'], [23591770, 'pdgf', 'receptor'], [23817184, 'pdgf', 'receptor'], [23840008, 'platelet-derived', 'growth', 'factor', 'receptor'], [23885779, 'platelet-derived', 'growth', 'factor', 'receptor'], [23906237, 'platelet-derived', 'growth', 'factor', 'receptor'], [24072218, 'platelet-derived', 'growth', 'factor', 'receptors'], [24072218, 'platelet-derived', 'growth', 'factor', 'receptor'], [24235018, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [24307908, 'platelet-derived', 'growth', 'factor', 'receptor'], [24675359, 'platelet-derived', 'growth', 'factor', 'receptor'], [24782606, 'platelet-derived', 'growth', 'factor', 'receptor'], [25295214, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [25468898, 'platelet', 'derived-growth', 'factor', 'receptor'], [25468898, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [25745043, 'pdgf', 'receptor'], [25755961, 'platelet-derived', 'growth', 'factor', 'receptor'], [25993236, 'platelet-derived', 'growth', 'factor', 'receptor'], [26275697, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [26416560, 'platelet-derived', 'growth', 'factor', 'receptor'], [26549034, 'platelet-derived', 'growth', 'factor', 'receptor'], [26555092, 'platelet-derived', 'growth', 'factor', 'receptor'], [26599335, 'platelet-derived', 'growth', 'factor', 'receptor'], [26607773, 'platelet-derived', 'growth', 'factor', 'receptor'], [27118846, 'platelet-derived', 'growth', 'factor', 'receptor'], [27367429, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [27821319, 'platelet-derived', 'growth', 'factor', 'receptor'], [27900053, 'platelet-derived', 'growth', 'factor', 'receptor'], [28102887, 'platelet-derived', 'growth', 'factor', 'receptor'], [28122789, 'pdgf', 'receptor'], [28189993, 'platelet-derived', 'growth', 'factor', 'receptor'], [28196027, 'platelet-derived', 'growth', 'factor', 'receptor'], [28486691, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [28501760, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [28511645, 'platelet-derived', 'growth', 'factor', 'receptor'], [28684344, 'platelet-derived', 'growth', 'factor', 'receptor'], [29065778, 'platelet-derived', 'growth', 'factor', 'receptor'], [29095068, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [29259861, 'platelet', 'derived', 'growth', 'factor', 'receptor'], [29571051, 'platelet-derived', 'growth', 'factor', 'receptor'], [29665322, 'platelet-derived', 'growth', 'factor', 'receptor'], [29855265, 'platelet-derived', 'growth', 'factor', 'receptor']]
MeSHD017384	[[26475431, 'deletion', 'mutation'], [26517354, 'deletion', 'mutations'], [26641275, 'deletion', 'mutation'], [26641275, 'deletion', 'mutations'], [26991355, 'deletion', 'mutations'], [27322623, 'deletion', 'mutation'], [27464801, 'deletion', 'mutations'], [27574103, 'mutations', ',', 'deletions'], [27868197, 'deletion', 'mutations'], [27915174, 'deletion', 'mutation'], [28955376, 'deletion', 'mutations'], [28961454, 'deletion', 'mutations'], [28967174, 'deletion', 'mutation'], [28986857, 'deletion', 'mutations'], [29207594, 'deletion', 'mutation'], [29214630, 'sequence', 'deletion'], [29214630, 'deletion', 'mutations'], [29298786, 'deletion', 'mutations'], [29444942, 'deletion', 'mutations'], [29624231, 'deletion', 'mutation'], [29644084, 'deletion', 'mutation']]
MeSHD051231	[[28083896, 'farnesyltransferase'], [28611799, 'geranylgeranyl-diphosphate', 'synthase'], [29069775, 'farnesyltransferase']]
MeSHD056747	[[29615127, 'immunomodulation'], [29625551, 'immunomodulation'], [29703924, 'immunomodulation'], [29783120, 'immunomodulation'], [29806827, 'immunomodulation'], [29849496, 'immunomodulation']]
MeSHD020381	[[29849482, 'il17a'], [29849482, 'il17f'], [29849482, 'il17']]
MeSHD066088	[[28125087, 'infant', 'death'], [28271056, 'infant', 'deaths'], [28420365, 'infant', 'deaths'], [29434670, 'infant', 'death'], [29739404, 'infant', 'death']]
MeSHD059287	[[18177828, 'quadruplet', 'pregnancies'], [26105310, 'quadruplet', 'pregnancy']]
MeSHD015145	[[26662716, 'tocolysis'], [27133012, 'tocolysis']]
MeSHD046468	[[29094698, 'sexual', 'development'], [29157626, 'sex', 'development'], [29415121, 'sexual', 'development'], [29717635, 'sex', 'development']]
MeSHD062606	[[29617415, 'tertiary', 'care', 'center'], [29622900, 'tertiary', 'hospital'], [29649045, 'tertiary', 'referral', 'center'], [29649276, 'tertiary', 'care', 'center'], [29681874, 'tertiary', 'care', 'centers'], [29688092, 'tertiary', 'hospital'], [29713209, 'tertiary', 'care', 'center'], [29732207, 'tertiary', 'referral', 'center'], [29775786, 'tertiary', 'hospital'], [29846617, 'tertiary', 'care', 'centers']]
MeSHC006022	[[18177863, 'a', '17'], [19643642, 'a', '17'], [19840619, 'a', '17'], [24836057, 'a', '17'], [25530411, 'a', '17'], [25638599, 'a', '17'], [26072161, 'a', '17'], [26524664, 'a', '17'], [27000054, 'a', '17'], [29129518, 'a', '17'], [29141250, 'a', '17'], [29415121, 'a', '17']]
MeSHD002835	[[23954459, 'stigmata'], [24251183, 'stigmata'], [28774258, 'christianity'], [29194710, 'christianity']]
MeSHD001900	[[29778516, 'boston']]
MeSHD008404	[[28606191, 'massachusetts'], [29016514, 'massachusetts'], [29162989, 'massachusetts'], [29191207, 'massachusetts'], [29233317, 'massachusetts'], [29233937, 'massachusetts'], [29240589, 'massachusetts'], [29437756, 'massachusetts'], [29525139, 'massachusetts'], [29750012, 'massachusetts'], [29800779, 'massachusetts']]
MeSHD000987	[[29058105, 'antisocial', 'behavior'], [29617405, 'antisocial', 'behavior']]
MeSHC034269	[[18177999, 'tetraethylenepentamine']]
MeSHC044659	[[26664656, 'molybdate'], [28376412, 'molybdate'], [28948775, 'molybdate']]
MeSHC004985	[[27050484, 'divinylbenzene'], [27083362, 'divinylbenzene'], [29515875, 'divinylbenzene']]
MeSHC021221	[[21238779, 'methylenebisacrylamide']]
MeSHD052203	[[29417614, 'ferumoxytol'], [29498692, 'magnetite'], [29650951, 'magnetite']]
MeSHC072829	[[29696790, 'tep']]
MeSHD011328	[[29184404, 'prion'], [29505813, 'prion'], [29514050, 'prion'], [29704213, 'prion']]
MeSHC058504	[[29990624, 'ac-sdkp']]
MeSHD007703	[[27320038, 'angiotensin', 'converting', 'enzyme'], [28508436, 'angiotensin', 'i-converting', 'enzyme'], [28651482, 'angiotensin-i', 'converting', 'enzyme'], [29990624, 'angiotensin', 'converting', 'enzyme']]
MeSHC006011	[[29760545, 'f4']]
MeSHD008262	[[29545858, 'macrophage', 'activation']]
MeSHD037502	[[29788922, 'galectin-3']]
MeSHC009798	[[21417582, 'sirius', 'red', 'f3b'], [24133040, 'picrosirius', 'red'], [24304664, 'picrosirius', 'red'], [26747277, 'picrosirius', 'red'], [29093684, 'picrosirius', 'red'], [29434267, 'picrosirius', 'red']]
MeSHD007377	[[29399415, 'il-3']]
MeSHD015848	[[28275135, 'il-5'], [28513592, 'il-5'], [28576981, 'il-5'], [28592627, 'il-5'], [28612730, 'il-5'], [28760971, 'il-5'], [28808975, 'il-5'], [29217133, 'il-5'], [29457379, 'il-5'], [29671873, 'il-5']]
MeSHD004804	[[29701177, 'eosinophil'], [29723205, 'eosinophils']]
MeSHD018418	[[27595062, 'th2', 'cells'], [27847316, 'th2', 'cell'], [28383652, 'th2', 'cells'], [28424692, 'cells', ',', 'th2'], [28765956, 't', 'helper', '2', 'cells'], [28765956, 'th2', 'cell'], [28802996, 'th2', 'cells'], [29155775, 'th2', 'cells'], [29180490, 'th2', 'cells'], [29394345, 'th2', 'cells']]
MeSHC119222	[[29203100, 'phorbol', '12-myristate']]
MeSHD050879	[[18179257, 'sarcosine', 'oxidase'], [19246762, 'sarcosine', 'oxidase'], [19651103, 'sarcosine', 'oxidase'], [28533240, 'sarcosine', 'oxidase']]
MeSHD020035	[[29439719, 'holoenzymes']]
MeSHD013440	[[29801247, 'sulfide']]
MeSHD012521	[[27443598, 'sarcosine'], [29756766, 'sarcosine'], [29777634, 'sarcosine']]
MeSHD001059	[[24360750, 'apoprotein'], [24659765, 'apoprotein'], [25356756, 'apoproteins'], [25583461, 'apoproteins'], [25798654, 'apoprotein'], [26443743, 'apoprotein'], [27586644, 'apoproteins'], [28348084, 'apoprotein']]
MeSHC023406	[[18179257, '5-deazafad']]
MeSHD011287	[[29402955, 'prejudice'], [29492984, 'prejudice']]
MeSHD000352	[[29206879, 'north', 'africa'], [29218375, 'north', 'africa'], [29321854, 'north', 'africa'], [29448252, 'north', 'africa'], [29518021, 'north', 'africa'], [29581029, 'north', 'africa'], [29608022, 'north', 'africa'], [29682299, 'north', 'africa'], [29769174, 'north', 'africa']]
MeSHD009790	[[29581589, 'occupation'], [29616206, 'occupation'], [29618995, 'occupations'], [29729666, 'occupation'], [29744111, 'occupation'], [29809032, 'occupation']]
MeSHD009909	[[29698139, 'oral', 'health'], [29763355, 'oral', 'health'], [29805231, 'oral', 'health']]
